data_somministrazione;area;totale;sesso_maschile;sesso_femminile;prima_dose;seconda_dose;pregressa_infezione;dose_aggiuntiva;codice_NUTS1;codice_NUTS2;codice_regione_ISTAT;nome_area;Latitudine;Longitudine;ricoverati_con_sintomi;terapia_intensiva;totale_ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;dimessi_guariti;deceduti;totale_casi;tamponi;casi_testati
2021-06-06;UMB;7611;3906;3705;6791;694;126;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;54;7;61;1321;1382;-15;6;53655;1402;56439;1352900;378527
2021-06-06;PIE;35182;18379;16803;32134;2491;557;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;461;63;524;3289;3813;-115;129;345934;11654;361401;4624921;1874104
2021-06-06;SAR;10038;5002;5036;6314;3655;69;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;110;8;118;12359;12477;-6;31;42927;1473;56877;1317843;764878
2021-06-06;TOS;28330;13665;14665;22586;5374;370;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;291;93;384;5601;5985;-162;193;229666;6758;242409;4828216;2255250
2021-06-06;PUG;30789;15504;15285;25389;5077;323;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;411;33;444;18386;18830;-376;139;226011;6541;251382;2530335;1200570
2021-06-06;EMR;36604;19003;17601;31537;4415;652;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;412;70;482;10972;11454;-260;172;360157;13209;384820;6352755;1874482
2021-06-06;CAL;13814;6642;7172;12016;1725;73;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;191;14;205;8761;8966;-10;128;57506;1186;67658;882957;810022
2021-06-06;CAM;63236;31451;31785;61529;651;1056;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;571;46;617;62866;63483;-330;255;350387;7242;421112;5000587;3209415
2021-06-06;LOM;90141;46354;43787;79535;9223;1383;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;833;167;1000;19641;20641;-702;359;783276;33669;837586;10868733;4330488
2021-06-06;LIG;3814;2032;1782;2932;862;20;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;81;26;107;678;785;-28;36;97818;4331;102934;1643230;650969
2021-06-06;MAR;12454;6138;6316;10638;1579;237;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;79;17;96;3281;3377;-29;75;96723;3020;103120;1251725;740585
2021-06-07;EMR;40578;20828;19750;33437;6268;873;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;404;72;476;10486;10962;-492;155;360799;13212;384973;6360046;1875392
2021-06-07;SIC;49696;23420;26276;41115;8043;538;0;ITG;ITG1;19;Sicilia;38.11569725;13.3623567;392;43;435;7448;7883;-88;156;213921;5876;227680;4602346;1758779
2021-06-07;FVG;9235;4788;4447;7844;1001;390;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;28;2;30;4686;4716;-9;10;98679;3792;107187;2058179;696239
2021-06-07;PIE;35009;17905;17104;29569;4810;630;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;461;64;525;3114;3639;-174;100;346202;11660;361501;4636419;1876669
2021-06-07;CAM;57607;27732;29875;52485;4056;1066;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;566;43;609;62318;62927;-556;177;351110;7252;421289;5005004;3211518
2021-06-07;SAR;12569;6145;6424;9437;3009;123;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;105;7;112;12312;12424;-53;9;42986;1476;56886;1320784;766212
2021-06-07;UMB;6961;3436;3525;6087;696;178;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;52;6;58;1297;1355;-27;29;53710;1403;56468;1357850;378967
2021-06-07;LAZ;62710;29355;33355;32714;29381;615;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;686;124;810;10217;11027;-965;170;324185;8223;343435;7127092;4371793
2021-06-07;CAL;18009;8424;9585;14712;3215;82;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;189;15;204;8631;8835;-131;39;57670;1192;67697;884322;811263
2021-06-07;LOM;99051;50448;48603;84027;13392;1632;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;799;167;966;19595;20561;-80;142;783492;33675;837728;10881430;4337282
2021-06-07;MOL;1995;878;1117;1143;825;27;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;7;0;7;94;101;-6;0;13007;491;13599;230809;197844
2021-06-07;MAR;13322;6589;6733;10569;2450;303;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;81;17;98;3272;3370;-7;20;96748;3022;103140;1252922;739590
2021-06-07;LIG;15722;7673;8049;8607;7041;74;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;77;23;100;613;713;-72;7;97894;4334;102941;1645690;651780
2021-06-07;VEN;44709;23325;21384;36173;7044;1492;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;190;43;233;6586;6819;-61;38;405640;11581;424040;8146181;1780227
2021-06-07;TOS;34983;17165;17818;30980;3655;348;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;298;88;386;5438;5824;-161;160;229981;6764;242569;4834643;2257888
2021-06-07;PAT;5895;2932;2963;2678;3031;186;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;18;6;24;361;385;-10;28;43810;1358;45553;832329;218431
2021-06-07;BAS;4239;1921;2318;3885;316;38;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;48;0;48;3231;3279;-59;1;22630;585;26494;377380;204645
2021-06-07;ABR;11102;5290;5812;9069;1846;187;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;90;9;99;5053;5152;38;39;66634;2491;74277;1603695;664405
2021-06-07;PUG;44502;21727;22775;30397;13338;767;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;399;32;431;18108;18539;-291;56;226354;6545;251438;2533789;1201183
2021-06-07;PAB;2990;1555;1435;2517;325;148;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;15;2;17;610;627;-13;28;71172;1176;72975;1557898;418907
2021-06-07;VDA;711;347;364;637;61;13;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;6;0;6;154;160;-7;5;10989;472;11621;131542;63269
2021-06-08;MAR;14098;7094;7004;11195;2611;292;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;83;15;98;3146;3244;-126;33;96905;3024;103173;1255647;740819
2021-06-08;PUG;39427;19197;20230;20959;17903;565;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;343;29;372;16959;17331;-1208;134;227679;6562;251572;2542091;1203847
2021-06-08;PAB;4270;2186;2084;891;3346;33;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;14;2;16;580;596;-31;12;71215;1176;72987;1562816;419454
2021-06-08;VDA;772;408;364;731;33;8;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;4;0;4;145;149;-11;5;11005;472;11626;131862;63391
2021-06-08;MOL;2908;1605;1303;2203;701;4;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;5;0;5;95;100;-1;4;13012;491;13603;231377;198404
2021-06-08;ABR;12871;6623;6248;10431;2197;243;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;91;7;98;4477;4575;-577;13;67218;2496;74289;1604837;664706
2021-06-08;VEN;43861;22678;21183;36181;6154;1526;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;181;37;218;6289;6507;-312;130;406078;11585;424170;8174663;1781837
2021-06-08;BAS;4587;2195;2392;4191;358;38;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;44;0;44;3122;3166;-113;35;22778;585;26529;378340;204973
2021-06-08;PIE;37786;19542;18244;34208;2857;721;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;413;55;468;2977;3445;-194;96;346489;11663;361597;4650920;1880930
2021-06-08;PAT;6048;2920;3128;1781;4133;134;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;20;6;26;330;356;-29;15;43853;1359;45568;833857;219042
2021-06-08;TOS;32613;16732;15881;31737;491;385;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;290;84;374;5170;5544;-280;90;230340;6775;242659;4849400;2262780
2021-06-08;FVG;10564;5539;5025;9626;505;433;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;29;3;32;4665;4697;-19;45;98742;3793;107232;2063809;697448
2021-06-08;UMB;7422;3659;3763;6656;558;208;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;52;5;57;1252;1309;-46;38;53794;1403;56506;1365650;379975
2021-06-08;CAL;16690;7906;8784;14513;2053;124;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;182;13;195;8524;8719;-116;61;57845;1194;67758;886934;813726
2021-06-08;LIG;18134;9047;9087;11379;6656;99;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;76;21;97;546;643;-70;21;97982;4337;102962;1650097;653121
2021-06-08;SIC;47711;22407;25304;40453;6714;544;0;ITG;ITG1;19;Sicilia;38.11569725;13.3623567;368;42;410;7296;7706;-177;337;214423;5888;228017;4624350;1764982
2021-06-08;LAZ;66867;31923;34944;36148;30041;678;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;645;108;753;9202;9955;-1072;139;325390;8229;343574;7153659;4379496
2021-06-08;SAR;14838;7072;7766;11168;3512;158;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;100;6;106;12167;12273;-151;14;43148;1479;56900;1323121;767809
2021-06-08;LOM;102966;52324;50642;87170;14109;1687;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;817;145;962;19445;20407;-154;291;783926;33686;838019;10915877;4349162
2021-06-08;CAM;53116;25878;27238;45212;7081;823;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;553;42;595;61772;62367;-560;251;351905;7268;421540;5020098;3219382
2021-06-08;EMR;45157;23122;22035;36785;7553;819;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;386;70;456;10503;10959;-3;99;360892;13219;385070;6380331;1877095
2021-06-09;BAS;4422;2071;2351;3966;423;33;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;43;0;43;3091;3134;-32;31;22841;585;26560;379303;205320
2021-06-09;VDA;1056;560;496;1009;35;12;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;6;0;6;145;151;2;3;11006;472;11629;131963;63422
2021-06-09;TOS;34855;17586;17269;33959;463;433;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;261;80;341;4896;5237;-307;127;230765;6784;242786;4865298;2268503
2021-06-09;PAT;6336;3125;3211;2115;4135;86;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;21;6;27;327;354;-2;4;43859;1359;45572;834273;219209
2021-06-09;FVG;11373;5985;5388;9482;1401;490;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;23;3;26;4645;4671;-26;25;98793;3793;107257;2069946;698795
2021-06-09;PIE;38771;20422;18349;35214;2751;806;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;386;53;439;2752;3191;-254;137;346877;11666;361734;4665958;1885480
2021-06-09;EMR;43194;21938;21256;35728;6440;1026;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;360;69;429;9894;10323;-636;107;361632;13221;385176;6399364;1879162
2021-06-09;CAL;18266;8628;9638;15895;2285;86;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;172;13;185;8375;8560;-159;114;58116;1196;67872;889518;816121
2021-06-09;LAZ;70581;33438;37143;35970;33938;673;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;587;107;694;8196;8890;-1065;179;326627;8236;343753;7175906;4383686
2021-06-09;CAM;53064;26052;27012;41396;10919;749;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;518;43;561;61261;61822;-545;257;352687;7288;421797;5034692;3227546
2021-06-09;VEN;42849;21978;20871;33780;7509;1560;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;175;33;208;6119;6327;-180;126;406377;11592;424296;8203876;1784151
2021-06-09;MAR;14279;7417;6862;12108;1869;302;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;79;11;90;3035;3125;-119;82;97106;3024;103255;1258651;742355
2021-06-09;LIG;19111;9592;9519;12431;6592;88;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;70;20;90;478;568;-75;20;98074;4340;102982;1655302;654749
2021-06-09;SIC;49788;23683;26105;41910;7267;611;0;ITG;ITG1;19;Sicilia;38.11569725;13.3623567;365;39;404;6918;7322;-384;320;215125;5890;228337;4639258;1771091
2021-06-09;LOM;103769;52263;51506;87433;14602;1734;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;754;143;897;18095;18992;-1415;322;785653;33696;838341;10959148;4363053
2021-06-09;UMB;8163;3951;4212;7137;725;301;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;45;6;51;1182;1233;-76;24;53894;1403;56530;1369562;380482
2021-06-09;SAR;15479;7370;8109;11575;3753;151;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;94;6;100;12104;12204;-69;37;43252;1481;56937;1326989;770384
2021-06-09;PUG;42061;20825;21236;29993;11352;716;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;332;25;357;16161;16518;-813;185;228669;6570;251757;2549087;1205065
2021-06-09;ABR;11593;6097;5496;9720;1688;185;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;88;6;94;2367;2461;-2114;25;69355;2498;74314;1608697;665720
2021-06-09;MOL;1844;928;916;876;936;32;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;5;0;5;91;96;-4;4;13020;491;13607;231778;198792
2021-06-09;PAB;3870;1919;1951;1263;2498;109;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;14;2;16;556;572;-24;34;71273;1176;73021;1568840;420138
2021-06-10;LOM;102739;52276;50463;86418;14509;1812;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;721;130;851;18020;18871;-121;352;786120;33702;838693;10994844;4374982
2021-06-10;LIG;18908;9747;9161;13112;5682;114;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;68;20;88;440;528;-40;28;98141;4341;103010;1660407;656152
2021-06-10;PAT;6222;3032;3190;1811;4271;140;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;19;6;25;335;360;6;21;43874;1359;45593;835874;219849
2021-06-10;VEN;52420;27047;25373;41320;9385;1715;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;156;31;187;5998;6185;-142;88;406603;11596;424384;8237007;1785890
2021-06-10;MAR;14930;7695;7235;12573;2013;344;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;76;10;86;2903;2989;-136;46;97288;3024;103301;1261295;743722
2021-06-10;TOS;26460;13573;12887;25550;560;350;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;255;76;331;4641;4972;-265;174;231192;6796;242960;4881399;2274623
2021-06-10;PUG;47304;23259;24045;29426;17158;720;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;308;24;332;14545;14877;-1641;123;230425;6578;251880;2555492;1207543
2021-06-10;ABR;12730;6325;6405;10313;2178;239;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;81;4;85;1750;1835;-626;48;70029;2498;74362;1613295;666676
2021-06-10;MOL;2642;1215;1427;1290;1301;51;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;6;0;6;87;93;-3;3;13026;491;13610;232209;199009
2021-06-10;VDA;1059;612;447;1006;41;12;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;6;0;6;124;130;-21;8;11035;472;11637;132484;63569
2021-06-10;UMB;7570;3770;3800;6465;791;314;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;50;5;55;1159;1214;-19;6;53919;1403;56536;1370335;380630
2021-06-10;CAM;76020;36714;39306;67568;7111;1341;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;482;43;525;60726;61251;-571;209;353440;7315;422006;5047606;3234038
2021-06-10;PAB;4498;2334;2164;1301;3098;99;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;13;2;15;554;569;-3;39;71314;1177;73060;1571383;420632
2021-06-10;CAL;15899;7335;8564;12983;2814;102;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;168;12;180;8096;8276;-284;78;58472;1202;67950;891656;818098
2021-06-10;FVG;11603;6042;5561;9695;1489;419;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;21;3;24;4633;4657;-14;42;98848;3794;107299;2075529;699849
2021-06-10;PIE;40633;21241;19392;37144;2593;896;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;367;49;416;2604;3020;-171;137;347185;11666;361871;4681917;1890061
2021-06-10;EMR;45115;23172;21943;38677;5387;1051;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;335;63;398;8822;9220;-1103;145;362876;13225;385321;6401646;1880973
2021-06-10;BAS;4346;2101;2245;3867;442;37;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;42;0;42;2995;3037;-97;36;22974;585;26596;380267;205706
2021-06-10;SIC;53057;24909;28148;45145;7253;659;0;ITG;ITG1;19;Sicilia;38.11569725;13.3623567;362;38;400;6961;7361;39;284;215367;5893;228621;4653061;1776445
2021-06-10;SAR;17818;8481;9337;11644;6047;127;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;87;5;92;12041;12133;-71;19;43342;1481;56956;1330921;773105
2021-06-10;LAZ;72333;34192;38141;37290;34154;889;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;543;108;651;7491;8142;-748;194;327563;8242;343947;7192680;4387674
2021-06-11;VDA;1048;484;564;752;283;13;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;5;0;5;113;118;-12;4;11051;472;11641;132931;63691
2021-06-11;BAS;4236;1982;2254;3166;1028;42;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;38;0;38;2990;3028;-9;52;23035;585;26648;381034;206035
2021-06-11;EMR;46003;23877;22126;38326;6566;1111;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;321;61;382;8322;8704;-516;139;363523;13230;385457;6421432;1882479
2021-06-11;VEN;47323;24620;22703;34706;11186;1431;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;146;31;177;5891;6068;-117;77;406794;11599;424461;8263994;1787175
2021-06-11;ABR;11794;5860;5934;8833;2773;188;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;81;4;85;1567;1652;-183;38;70248;2499;74399;1618102;667771
2021-06-11;CAL;17834;8762;9072;15128;2581;125;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;156;10;166;8068;8234;-42;130;58641;1205;68080;894045;820360
2021-06-11;PAT;7315;3480;3835;1493;5715;107;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;16;6;22;322;344;-16;33;43923;1359;45626;837832;220632
2021-06-11;UMB;7013;3519;3494;6003;772;238;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;44;5;49;1148;1197;-17;32;53966;1405;56568;1376011;381295
2021-06-11;LAZ;69872;32872;37000;36657;32526;689;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;512;103;615;6749;7364;-778;169;328498;8254;344116;7222500;4391443
2021-06-11;FVG;10950;5972;4978;9630;841;479;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;17;3;20;4621;4641;-16;23;98887;3794;107322;2080998;700979
2021-06-11;PIE;43714;23126;20588;40040;2844;830;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;351;47;398;2478;2876;-144;126;347451;11670;361997;4704535;1894998
2021-06-11;LIG;17876;9102;8774;11709;6084;83;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;57;18;75;419;494;-34;10;98184;4342;103020;1665142;657393
2021-06-11;SIC;49976;23848;26128;41591;7712;673;0;ITG;ITG1;19;Sicilia;38.11569725;13.3623567;337;38;375;6489;6864;-497;273;216133;5897;228894;4666428;1781750
2021-06-11;PUG;48094;23528;24566;33045;14137;912;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;272;22;294;14053;14347;-530;140;231088;6585;252020;2561176;1209336
2021-06-11;MAR;14003;7156;6847;11374;2324;305;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;70;10;80;2893;2973;-16;43;97346;3025;103344;1263812;744979
2021-06-11;SAR;14786;7026;7760;9091;5539;156;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;83;5;88;11985;12073;-60;21;43421;1483;56977;1334261;775155
2021-06-11;CAM;70850;34428;36422;63426;6058;1366;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;467;40;507;60284;60791;-460;199;354088;7326;422205;5060549;3240186
2021-06-11;LOM;101544;51720;49824;84940;14704;1900;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;660;122;782;17625;18407;-464;270;786849;33707;838963;11030822;4387880
2021-06-11;PAB;5843;3006;2837;2128;3488;227;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;13;1;14;534;548;-21;4;71338;1178;73064;1572230;420859
2021-06-11;TOS;29767;15505;14262;24738;4662;367;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;232;73;305;4481;4786;-186;146;231515;6805;243106;4897021;2280436
2021-06-11;MOL;3498;1681;1817;2005;1440;53;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;6;0;6;90;96;3;6;13029;491;13616;232530;199323
2021-06-12;EMR;41393;21890;19503;35459;4923;1011;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;291;60;351;8162;8513;-191;105;363818;13230;385561;6438600;1884004
2021-06-12;PAT;5430;2718;2712;436;4944;50;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;14;4;18;307;325;-19;14;43956;1359;45640;839506;221302
2021-06-12;LAZ;69978;32135;37843;39879;29437;662;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;481;102;583;5984;6567;-797;164;329451;8262;344280;7249150;4395056
2021-06-12;CAL;13250;6301;6949;10781;2401;68;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;150;10;160;8091;8251;17;80;58702;1207;68160;896282;822434
2021-06-12;FVG;8241;4723;3518;6785;1163;293;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;12;3;15;4593;4608;-33;36;98956;3794;107358;2088101;702355
2021-06-12;PIE;42739;22518;20221;39295;2630;814;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;325;45;370;2386;2756;-120;90;347657;11674;362087;4726807;1900457
2021-06-12;TOS;29409;15160;14249;24657;4392;360;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;204;70;274;4299;4573;-213;146;231869;6810;243252;4913249;2285165
2021-06-12;UMB;7724;3690;4034;5961;1580;183;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;42;5;47;1104;1151;-46;21;54032;1406;56589;1380402;381904
2021-06-12;SIC;45804;22400;23404;39371;5897;536;0;ITG;ITG1;19;Sicilia;38.11569725;13.3623567;326;43;369;6329;6698;-166;263;216559;5900;229157;4680357;1786161
2021-06-12;SAR;14758;7196;7562;9935;4705;118;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;85;5;90;11981;12071;-2;20;43443;1483;56997;1337986;777636
2021-06-12;PAB;5080;2754;2326;1649;3289;142;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;12;1;13;506;519;-29;28;71395;1178;73092;1578058;421521
2021-06-12;VEN;48709;24506;24203;36402;10834;1473;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;137;29;166;5764;5930;-138;67;406998;11600;424528;8287138;1788521
2021-06-12;MAR;13781;7315;6466;12104;1346;331;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;57;10;67;2803;2870;-103;34;97483;3025;103378;1266043;746049
2021-06-12;CAM;64002;31546;32456;55571;7216;1215;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;440;31;471;59914;60385;-406;187;354673;7334;422392;5073647;3246290
2021-06-12;LOM;89335;48069;41266;84300;3182;1853;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;633;118;751;17705;18456;49;255;787042;33720;839218;11067060;4401066
2021-06-12;LIG;10266;4994;5272;7437;2760;69;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;62;12;74;400;474;-20;21;98225;4342;103041;1670347;658767
2021-06-12;PUG;34690;17284;17406;25095;9000;595;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;268;21;289;13523;13812;-535;140;231760;6588;252160;2567120;1210616
2021-06-12;MOL;5968;3067;2901;5669;204;95;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;7;0;7;81;88;-8;3;13040;491;13619;233010;199795
2021-06-12;VDA;1234;600;634;1057;167;10;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;5;0;5;111;116;-2;8;11061;472;11649;133343;63811
2021-06-12;ABR;11423;5915;5508;9887;1351;185;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;76;4;80;1452;1532;-120;28;70389;2500;74421;1621821;668706
2021-06-12;BAS;3687;1693;1994;2960;689;38;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;38;0;38;2951;2989;-39;13;23087;585;26661;381918;206380
2021-06-13;ABR;9848;4925;4923;7847;1835;166;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;68;4;72;1444;1516;-16;29;70432;2502;74450;1626887;670041
2021-06-13;MOL;2953;1570;1383;2578;329;46;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;8;0;8;82;90;2;6;13044;491;13625;233517;200300
2021-06-13;PAB;3691;2057;1634;452;3199;40;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;12;1;13;502;515;-4;21;71419;1179;73113;1581963;422062
2021-06-13;PUG;21904;10970;10934;16389;5229;286;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;263;21;284;12933;13217;-595;73;232428;6588;252233;2571121;1211251
2021-06-13;VDA;857;403;454;370;482;5;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;5;0;5;107;112;-4;4;11069;472;11653;133824;63954
2021-06-13;BAS;3014;1440;1574;2678;308;28;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;42;0;42;2937;2979;-10;27;23124;585;26688;382388;206564
2021-06-13;SAR;9503;4678;4825;6162;3261;80;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;87;5;92;11959;12051;-20;11;43473;1484;57008;1339823;779170
2021-06-13;EMR;28782;15015;13767;23807;4290;685;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.3417208;288;62;350;7995;8345;-168;123;364106;13233;385684;6448946;1885228
2021-06-13;PAT;3735;2062;1673;279;3430;26;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;14;4;18;296;314;-11;24;43991;1359;45664;841221;221988
2021-06-13;LOM;76007;40567;35440;72282;2132;1593;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;628;114;742;17649;18391;-65;257;787358;33726;839475;11093902;4412535
2021-06-13;UMB;6767;3558;3209;6392;230;145;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;42;5;47;1078;1125;-26;30;54080;1414;56619;1384295;382477
