data_somministrazione;area;totale;sesso_maschile;sesso_femminile;prima_dose;seconda_dose;pregressa_infezione;dose_aggiuntiva;codice_NUTS1;codice_NUTS2;codice_regione_ISTAT;nome_area;Latitudine;Longitudine;ricoverati_con_sintomi;terapia_intensiva;totale_ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;dimessi_guariti;deceduti;totale_casi;tamponi;casi_testati
2021-02-19;ABR;3300;1551;1749;3161;100;39;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;552;70;622;11686;12308;101;482;35803;1599;49710;882711;457272
2021-02-19;BAS;1627;739;888;1559;63;5;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;77;4;81;3454;3535;61;136;10795;362;14692;235066;139752
2021-02-19;SAR;1521;477;1044;1416;56;49;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;282;27;309;13020;13329;-173;44;26151;1102;40582;715073;515803
2021-02-19;CAM;9588;3569;6019;8681;662;245;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;1313;110;1423;67806;69229;47;1616;176457;4095;249781;2753612;1921145
2021-02-19;LAZ;10144;5129;5015;9085;903;156;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;1925;231;2156;33452;35608;-30;990;182565;5672;223845;3839816;2689445
2021-02-19;LOM;14235;5404;8831;13328;729;178;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;3733;373;4106;47683;51789;1816;3724;493987;27971;573747;6287867;3007961
2021-02-20;UMB;283;101;182;259;24;0;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;469;85;554;7864;8418;-13;319;32692;948;42058;756403;305182
2021-02-20;CAL;1522;791;731;1180;328;14;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;163;15;178;6420;6598;98;218;29153;665;36416;566590;535040
2021-02-20;LAZ;9247;4289;4958;8379;796;72;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;1883;228;2111;33335;35446;-162;921;183616;5704;224766;3871085;2707237
2021-02-20;VEN;6433;2019;4414;6277;75;81;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;772;100;872;20915;21787;300;1244;294301;9701;325789;4760865;1372199
2021-02-20;CAM;8573;3080;5493;8087;303;183;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;1289;112;1401;68951;70352;1123;1677;177000;4106;251458;2774505;1935326
2021-02-20;EMR;5320;2094;3226;5050;263;7;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.341720800000001;1899;176;2075;33058;35133;196;1724;198733;10304;244170;3603939;1454701
2021-02-20;TOS;4724;1815;2909;4051;537;136;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;746;147;893;12844;13737;527;953;129585;4531;147853;2568586;1359653
2021-02-20;SIC;7171;3707;3464;6802;272;97;0;ITG;ITG1;19;Sicilia;38.11569725;13.362356699999998;862;145;1007;28899;29906;-1663;474;114692;3981;148579;2252267;1090761
2021-02-20;PAT;412;247;165;124;287;1;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;172;25;197;2687;2884;-15;256;27334;1193;31411;581938;167207
2021-02-20;LOM;9377;3877;5500;8847;333;197;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;3722;382;4104;49261;53365;1576;3019;495393;28008;576766;6331879;3021909
2021-02-20;LIG;1338;639;699;1335;1;2;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;509;53;562;4275;4837;5;361;67102;3569;75508;983717;420762
2021-02-20;MOL;1022;444;578;1002;20;0;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;77;12;89;1465;1554;40;120;7778;319;9651;152150;137465
2021-02-20;SAR;2044;856;1188;1683;337;24;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;277;29;306;12974;13280;-49;73;26266;1109;40655;717300;517658
2021-02-20;FVG;2081;942;1139;1934;144;3;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;348;60;408;8844;9252;-109;326;61671;2756;73679;1291733;462473
2021-02-20;PIE;3850;1265;2585;3573;174;103;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;1857;130;1987;10621;12608;171;765;216282;9257;238147;2423607;1201114
2021-02-20;VDA;257;215;42;244;10;3;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;10;2;12;124;136;5;11;7398;413;7947;74831;42980
2021-02-20;BAS;1169;536;633;1050;119;0;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;79;4;83;3463;3546;11;88;10870;364;14780;236564;140512
2021-02-20;MAR;4163;1732;2431;4042;111;10;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;532;80;612;8081;8693;192;547;52381;2177;63251;787557;476674
2021-02-20;ABR;4777;1844;2933;4657;76;44;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;546;73;619;11758;12377;69;494;36219;1608;50204;889920;459742
2021-02-20;PUG;2978;1079;1899;2688;257;33;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;1251;164;1415;31669;33084;-246;905;102858;3759;139701;1487903;831381
2021-02-20;PAB;1802;540;1262;1755;18;29;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;254;36;290;6988;7278;-575;524;42552;970;50800;654963;192795
2021-02-21;PUG;2178;475;1703;2064;63;51;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;1262;169;1431;31767;33198;114;758;103496;3765;140459;1494986;833064
2021-02-21;MAR;376;141;235;363;1;12;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;531;75;606;8306;8912;219;488;52643;2184;63739;793433;480761
2021-02-21;LIG;868;490;378;862;4;2;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;516;54;570;4320;4890;53;266;67311;3573;75774;988266;422561
2021-02-21;MOL;577;228;349;575;2;0;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;77;12;89;1531;1620;66;149;7858;322;9800;153353;138593
2021-02-21;EMR;4451;1708;2743;4001;440;10;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.341720800000001;1939;184;2123;33905;36028;895;1852;199647;10345;246020;3624288;1460142
2021-02-21;FVG;805;282;523;421;382;2;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;350;57;407;8867;9274;22;284;61925;2764;73963;1296872;464049
2021-02-21;ABR;1219;550;669;1192;1;26;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;567;75;642;11841;12483;106;387;36497;1610;50590;898728;463490
2021-02-21;VDA;18;3;15;0;18;0;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;9;2;11;122;133;-3;8;7409;413;7955;75155;43154
2021-02-21;PIE;5105;2091;3014;4951;104;50;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;1868;138;2006;10814;12820;212;802;216864;9265;238949;2435595;1206701
2021-02-21;TOS;5164;2103;3061;4789;170;205;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;744;147;891;13324;14215;478;968;130060;4546;148821;2588263;1370971
2021-02-21;VEN;4640;1212;3428;4516;5;119;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;764;102;866;21219;22085;298;718;294710;9712;326507;4798655;1377232
2021-02-21;UMB;1;0;1;1;0;0;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;462;83;545;7894;8439;21;301;32961;959;42359;763845;306231
2021-02-21;PAT;158;95;63;44;114;0;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;162;27;189;2835;3024;140;312;27505;1194;31723;585615;167613
2021-02-21;CAL;674;308;366;594;79;1;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;167;16;183;6184;6367;-231;170;29553;666;36586;568373;536992
2021-02-21;BAS;284;113;171;284;0;0;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;78;4;82;3496;3578;32;65;10902;365;14845;237670;141170
2021-02-21;CAM;5841;2242;3599;5487;228;126;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;1300;120;1420;69874;71294;942;1658;177702;4120;253116;2794759;1948853
2021-02-21;LAZ;7001;3184;3817;6482;468;51;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;1859;234;2093;33346;35439;-7;1048;184656;5719;225814;3895727;2721141
2021-02-21;SAR;1589;709;880;1558;30;1;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;275;26;301;12907;13208;-72;33;26367;1113;40688;718833;518935
2021-02-21;LOM;5055;1864;3191;4940;17;98;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;3741;386;4127;50918;55045;1680;2514;496177;28058;579280;6365027;3033240
2021-02-21;SIC;5169;2501;2668;5044;107;18;0;ITG;ITG1;19;Sicilia;38.11569725;13.362356699999998;846;143;989;28191;29180;-726;411;115811;3999;148990;2272179;1095427
2021-02-22;ABR;2641;1174;1467;2584;30;27;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;586;76;662;12262;12924;441;503;36549;1620;51093;918825;473253
2021-02-22;BAS;1799;778;1021;1737;53;9;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;80;4;84;3505;3589;11;41;10929;368;14886;238294;141395
2021-02-22;VDA;318;95;223;212;104;2;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;8;1;9;125;134;1;4;7411;414;7959;75407;43273
2021-02-22;SAR;1652;955;697;1392;234;26;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;264;27;291;12871;13162;-46;77;26485;1118;40765;744236;519835
2021-02-22;CAM;10699;3298;7401;10150;279;270;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;1319;125;1444;69808;71252;-42;1202;178925;4141;254318;2805856;1955767
2021-02-22;CAL;2110;1076;1034;1539;562;9;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;176;19;195;6147;6342;-25;118;29695;667;36704;569685;537967
2021-02-22;PIE;8508;3476;5032;7807;595;106;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;1905;141;2046;10874;12920;100;639;217381;9287;239588;2446789;1210042
2021-02-22;UMB;1892;807;1085;1806;86;0;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;459;86;545;7975;8520;81;363;33230;972;42722;768574;307175
2021-02-22;FVG;2495;1199;1296;2070;420;5;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;350;56;406;8885;9291;17;145;62042;2775;74108;1299729;464867
2021-02-22;LIG;3349;1479;1870;3197;143;9;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;515;56;571;4427;4998;108;136;67328;3584;75910;991704;423907
2021-02-22;LOM;11958;4825;7133;11449;310;199;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;3826;391;4217;49152;53369;-1676;1491;499299;28103;580771;6382898;3039913
2021-02-22;MAR;3461;1532;1929;3351;75;35;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;543;78;621;8288;8909;-3;117;52752;2195;63856;794480;481285
2021-02-22;PAT;755;262;493;663;86;6;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;167;29;196;2913;3109;85;259;27679;1194;31982;588274;167949
2021-02-22;SIC;7948;4132;3816;7369;493;86;0;ITG;ITG1;19;Sicilia;38.11569725;13.362356699999998;843;142;985;28382;29367;187;412;116017;4018;149402;2290737;1099845
2021-02-22;LAZ;11539;5038;6501;10817;558;164;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;1861;233;2094;33116;35210;-229;854;185715;5743;226668;3910343;2729147
2021-02-22;VEN;7018;3044;3974;6580;391;47;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;772;103;875;21409;22284;199;509;295011;9721;327016;4808969;1378883
2021-02-22;EMR;7487;3094;4393;7201;273;13;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.341720800000001;2017;194;2211;34305;36516;488;1847;200972;10368;247856;3636600;1463743
2021-02-22;PUG;9662;4542;5120;9234;337;91;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;1282;160;1442;31253;32695;-503;343;104325;3782;140802;1499147;835594
2021-02-22;PAB;527;143;384;497;12;18;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;249;36;285;6846;7131;-147;477;43172;974;51277;666158;193455
2021-02-22;TOS;9891;4276;5615;9236;277;378;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;797;155;952;13835;14787;572;911;130383;4562;149732;2599096;1377334
2021-02-22;MOL;267;129;138;250;15;2;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;80;11;91;1592;1683;63;114;7904;327;9914;154240;139428
2021-02-23;VEN;7384;3253;4131;7028;270;86;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;806;105;911;21386;22297;13;1062;296039;9742;328078;4846574;1381843
2021-02-23;PAT;1128;403;725;887;218;23;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;175;30;205;2788;2993;-116;60;27853;1196;32042;589181;168163
2021-02-23;LOM;11835;4807;7028;11290;332;213;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;3917;408;4325;50390;54715;1346;2480;500390;28146;583251;6418047;3049391
2021-02-23;TOS;7755;3337;4418;7241;162;352;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;824;159;983;14138;15121;334;824;130853;4582;150556;2618821;1386367
2021-02-23;LIG;3809;1559;2250;3663;109;37;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;498;53;551;4316;4867;-131;381;67827;3597;76291;999439;427053
2021-02-23;FVG;2655;1282;1373;2467;181;7;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;353;57;410;8761;9171;-120;241;62386;2792;74349;1309050;467090
2021-02-23;SIC;8785;4667;4118;8229;468;88;0;ITG;ITG1;19;Sicilia;38.11569725;13.362356699999998;818;135;953;27704;28657;-710;452;117158;4039;149854;2315916;1104845
2021-02-23;SAR;1579;1052;527;1280;282;17;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;247;24;271;12816;13087;-75;47;26600;1125;40812;746694;521897
2021-02-23;PAB;769;324;445;760;6;3;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;246;36;282;6677;6959;-172;313;43651;980;51590;672688;193983
2021-02-23;PIE;9287;3743;5544;8520;590;177;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;1919;145;2064;11041;13105;185;1023;218197;9309;240611;2468673;1217712
2021-02-23;MOL;586;223;363;362;221;3;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;91;13;104;1603;1707;24;93;7969;331;10007;155374;140464
2021-02-23;MAR;3314;1432;1882;3243;56;15;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;555;78;633;8491;9124;215;581;53109;2204;64437;801796;486227
2021-02-23;BAS;1912;773;1139;1753;141;18;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;79;5;84;3608;3692;103;151;10977;368;15037;243750;142341
2021-02-23;ABR;2779;1273;1506;2753;11;15;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;593;76;669;12304;12973;49;351;36841;1628;51442;933593;480727
2021-02-23;PUG;9404;4436;4968;8814;497;93;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;1265;164;1429;31013;32442;-253;823;105369;3814;141625;1511214;841295
2021-02-23;VDA;217;124;93;216;0;1;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;6;1;7;126;133;-1;5;7417;414;7964;75666;43399
2021-02-23;LAZ;11135;4802;6333;10214;787;134;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;1850;229;2079;32848;34927;-283;889;186854;5776;227557;3941971;2749305
2021-02-23;CAL;1620;766;854;1496;119;5;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;181;19;200;5998;6198;-144;116;29954;668;36820;571766;539962
2021-02-23;CAM;11020;3399;7621;10150;544;326;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;1327;132;1459;69074;70533;-719;1436;181042;4179;255754;2820917;1959798
2021-02-23;EMR;8216;3218;4998;7818;386;12;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.341720800000001;2043;196;2239;34486;36725;209;1588;202311;10393;249429;3671610;1468388
2021-02-23;UMB;1691;657;1034;1648;42;1;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;468;83;551;7997;8548;28;270;33461;983;42992;774186;308224
2021-02-24;BAS;1815;744;1071;1729;75;11;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;82;5;87;3706;3793;101;166;11041;369;15203;245207;143249
2021-02-24;ABR;3306;1442;1864;3112;177;17;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;595;78;673;12150;12823;-150;322;37289;1652;51764;942013;483666
2021-02-24;VDA;185;84;101;163;21;1;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;6;1;7;139;146;13;14;7418;414;7978;75772;43431
2021-02-24;MOL;672;281;391;326;338;8;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;91;14;105;1584;1689;-18;67;8052;333;10074;156374;141404
2021-02-24;EMR;9361;3568;5793;8458;887;16;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.341720800000001;2025;201;2226;34545;36771;46;1427;203642;10426;250839;3713779;1474690
2021-02-24;LOM;14728;5961;8767;13575;958;195;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;3946;406;4352;50873;55225;510;3310;503152;28184;586561;6468315;3061940
2021-02-24;PAB;1368;407;961;1320;12;36;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;259;33;292;6632;6924;-35;183;43856;993;51773;679919;194278
2021-02-24;CAM;11810;4158;7652;10804;715;291;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;1319;130;1449;70381;71830;1297;2185;181890;4219;257939;2842283;1973219
2021-02-24;PIE;11421;4620;6801;10762;505;154;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;1911;152;2063;11554;13617;512;1453;219121;9326;242064;2490036;1225693
2021-02-24;UMB;1521;564;957;1506;15;0;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;475;81;556;7918;8474;-74;97;33622;993;43089;775431;308361
2021-02-24;SIC;9379;4803;4576;8701;567;111;0;ITG;ITG1;19;Sicilia;38.11569725;13.362356699999998;816;130;946;26744;27690;-967;542;118646;4060;150396;2342356;1109928
2021-02-24;SAR;2452;1313;1139;2212;196;44;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;238;21;259;12712;12971;-116;65;26774;1132;40877;749112;523912
2021-02-24;PUG;10073;4719;5354;9378;597;98;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;1255;162;1417;30673;32090;-352;991;106688;3838;142616;1522139;845682
2021-02-24;LAZ;12133;5245;6888;10944;1054;135;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;1827;227;2054;32826;34880;-47;1188;188051;5814;228745;3978005;2769399
2021-02-24;FVG;2533;1093;1440;2504;18;11;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;345;58;403;8914;9317;146;503;62733;2802;74852;1318662;470238
2021-02-24;PAT;1373;543;830;943;406;24;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;174;32;206;2786;2992;-1;232;28085;1197;32274;592138;168470
2021-02-24;CAL;1954;997;957;1468;480;6;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;180;19;199;5970;6169;-29;278;30258;671;37098;574228;542311
2021-02-24;MAR;3535;1548;1987;3425;78;32;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;555;84;639;8724;9363;239;616;53481;2209;65053;807749;489703
2021-02-24;LIG;3769;1562;2207;3458;259;52;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;499;55;554;4353;4907;40;285;68061;3608;76576;1007146;429882
2021-02-24;TOS;10408;4489;5919;10070;198;140;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;842;163;1005;14400;15405;284;857;131409;4599;151413;2640019;1396362
2021-02-24;VEN;8623;3680;4943;7998;489;136;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;798;103;901;21431;22332;35;895;296878;9763;328973;4886528;1385155
2021-02-25;VEN;7904;3345;4559;7157;607;140;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;793;106;899;22050;22949;617;1304;297537;9791;330277;4932271;1389455
2021-02-25;SAR;2943;1276;1667;2298;608;37;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;229;22;251;12641;12892;-79;80;26923;1142;40957;752668;525848
2021-02-25;UMB;1334;496;838;1274;52;8;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;473;79;552;7957;8509;35;262;33839;1003;43351;782676;309492
2021-02-25;CAM;12444;4487;7957;10938;1208;298;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;1305;131;1436;71536;72972;1142;2385;183104;4248;260324;2865932;1988321
2021-02-25;SIC;9943;5210;4733;8686;1164;93;0;ITG;ITG1;19;Sicilia;38.11569725;13.362356699999998;799;131;930;26096;27026;-664;613;119908;4075;151009;2367543;1115332
2021-02-25;PIE;12303;5312;6991;11569;547;187;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;1909;162;2071;12252;14323;706;1454;219849;9346;243518;2511427;1233224
2021-02-25;PAT;1656;649;1007;1200;446;10;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;170;35;205;2865;3070;78;357;28361;1200;32631;596262;168874
2021-02-25;EMR;9250;3498;5752;8272;955;23;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.341720800000001;2058;203;2261;35432;37693;922;2090;204763;10459;252915;3754583;1481936
2021-02-25;CAL;2941;1583;1358;2296;605;40;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;186;17;203;5931;6134;-35;194;30484;674;37292;576682;544654
2021-02-25;LAZ;12844;5624;7220;11413;1223;208;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;1807;227;2034;32961;34995;115;1256;189174;5832;230001;4014576;2776834
2021-02-25;TOS;10648;4315;6333;9484;995;169;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;853;159;1012;15118;16130;725;1374;132044;4613;152787;2662754;1408946
2021-02-25;LIG;3461;1351;2110;3308;130;23;0;ITC;ITC3;7;Liguria;44.41149315;8.9326992;493;52;545;4530;5075;168;452;68338;3615;77028;1015161;432933
2021-02-25;LOM;15362;6371;8991;13534;1624;204;0;ITC;ITC4;3;Lombardia;45.46679409;9.190347404;4024;407;4431;53397;57828;2603;4243;504748;28228;590804;6519788;3077516
2021-02-25;MAR;3562;1465;2097;3318;181;63;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;559;84;643;8967;9610;247;732;53956;2219;65785;815619;495328
2021-02-25;ABR;3055;1343;1712;2506;530;19;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;617;76;693;12027;12720;-103;535;37917;1662;52299;953486;488386
2021-02-25;PUG;12010;5077;6933;10688;1185;137;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;1253;165;1418;30554;31972;-118;1154;107933;3865;143770;1532395;849741
2021-02-25;MOL;544;239;305;471;69;4;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;97;13;110;1592;1702;13;83;8119;336;10157;157152;142082
2021-02-25;BAS;1797;741;1056;1738;48;11;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;85;5;90;3773;3863;70;124;11094;370;15327;246508;144007
2021-02-25;PAB;1498;549;949;1488;1;9;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;259;33;292;6814;7106;182;374;44035;1006;52147;696789;194606
2021-02-25;VDA;202;101;101;190;8;4;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;6;0;6;130;136;-10;4;7431;415;7982;76105;43569
2021-02-25;FVG;3180;1662;1518;3117;30;33;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;335;56;391;9249;9640;323;683;63078;2817;75535;1328704;473707
2021-02-26;PAB;1528;551;977;1471;30;27;0;ITH;ITH1;4;Provincia Autonoma Bolzano / Bozen;46.49933453;11.35662422;227;35;262;6749;7011;-95;355;44479;1012;52502;713176;195047
2021-02-26;PUG;13812;5072;8740;12527;1082;203;0;ITF;ITF4;16;Puglia;41.12559576;16.86736689;1246;164;1410;30629;32039;67;1104;108948;3887;144874;1540574;854520
2021-02-26;MOL;567;262;305;492;74;1;0;ITF;ITF2;14;Molise;41.55774754;14.65916051;106;15;121;1600;1721;19;26;8121;341;10183;157502;142405
2021-02-26;BAS;2165;908;1257;2077;82;6;0;ITF;ITF5;17;Basilicata;40.63947052;15.80514834;87;7;94;3766;3860;-3;87;11184;370;15414;247657;144651
2021-02-26;LAZ;13250;5778;7472;11553;1512;185;0;ITI;ITI4;12;Lazio;41.89277044;12.48366722;1830;217;2047;33386;35433;438;1539;190256;5851;231540;4049291;2795020
2021-02-26;VDA;210;58;152;110;86;14;0;ITC;ITC2;2;Valle d'Aosta / Vallée d'Aoste;45.73750286;7.320149366;9;1;10;136;146;10;14;7435;415;7996;76453;43686
2021-02-26;UMB;660;253;407;650;8;2;0;ITI;ITI2;10;Umbria;43.10675841;12.38824698;460;80;540;7877;8417;-92;292;34212;1014;43643;789962;310556
2021-02-26;SIC;11988;5882;6106;10191;1681;116;0;ITG;ITG1;19;Sicilia;38.11569725;13.362356699999998;776;132;908;25689;26597;-429;578;120894;4096;151587;2392113;1120327
2021-02-26;FVG;3811;2152;1659;3596;182;33;0;ITH;ITH4;6;Friuli-Venezia Giulia;45.6494354;13.76813649;348;56;404;9471;9875;235;468;63305;2823;76003;1337295;476513
2021-02-26;PAT;1257;445;812;932;299;26;0;ITH;ITH2;4;Provincia Autonoma Trento;46.06893511;11.12123097;168;36;204;3111;3315;245;406;28519;1203;33037;600202;169229
2021-02-26;TOS;10106;3849;6257;8676;1211;219;0;ITI;ITI1;9;Toscana;43.76923077;11.25588885;844;163;1007;15876;16883;753;1254;132523;4635;154041;2685782;1420746
2021-02-26;PIE;12326;4945;7381;11372;743;211;0;ITC;ITC1;1;Piemonte;45.0732745;7.680687483;1938;163;2101;13022;15123;800;1526;220570;9351;245044;2537151;1242421
2021-02-26;EMR;9642;3675;5967;8563;1054;25;0;ITH;ITH5;8;Emilia-Romagna;44.49436681;11.341720800000001;2092;211;2303;36919;39222;1529;2575;205768;10489;255479;3794731;1488902
2021-02-26;VEN;8297;3273;5024;6942;1260;95;0;ITH;ITH3;5;Veneto;45.43490485;12.33845213;784;106;890;22549;23439;490;1174;298198;9814;331451;4970754;1392786
2021-02-26;SAR;2838;1118;1720;2474;308;56;0;ITG;ITG2;20;Sardegna;39.21531192;9.110616306;224;22;246;12571;12817;-75;70;27063;1147;41027;756558;527643
2021-02-26;MAR;3681;1523;2158;3096;480;105;0;ITI;ITI3;11;Marche;43.61675973;13.5188753;561;81;642;9102;9744;134;686;54503;2224;66471;821182;498803
2021-02-26;ABR;3923;1679;2244;2928;969;26;0;ITF;ITF1;13;Abruzzo;42.35122196;13.39843823;609;78;687;11948;12635;-85;653;38638;1678;52951;967052;493564
2021-02-26;CAL;3178;1688;1490;2698;464;16;0;ITF;ITF6;18;Calabria;38.90597598;16.59440194;189;19;208;6031;6239;105;241;30617;677;37533;579690;547334
2021-02-26;CAM;13366;4236;9130;11682;1368;316;0;ITF;ITF3;15;Campania;40.83956555;14.25084984;1294;144;1438;72263;73701;729;2519;184883;4259;262843;2888348;2001847
